resposta,nota
o que é ciência termo sem definição concreta pode ser subjetiva ou experimental behaviorismo radical sofreu impactos paradigmas qualitativos póspositivismo é a nova filosofia da ciência,3
existe cientificidade tanto na metodologia quantitativa como na qualitativa em pesquisas de metodologia quanti temse um levantamento de dados objetivos experimentais testáveis relação de causa e efeito já a pesquisa quali é mais subjetiva seu obj,5
a cientificidade em psicologia se estende do seu espectro quali ao quanti enfrentando diversos problemas devido as características subjetivas e difícil de alcançar dos dados com que trabalha sempre havendo muito espaço para discussão quanto os seus limi,3
a psicologia como toda ciência social enfrente dificuldades para se afirmar como ciência por tratar de elementos não observáveis wundt contribuiu para mudança do cenário quando fundou seu laboratório na alemanha hoje em dia ainda não se tem consenso,7
a cientificidade da psicologia se da por diversos fatores dois deles são linhaciência social e a linhaciência biológica a ciência social está mais na linha qualitativa já a ciência biológica na linha quantitativa,4
a cientificidade se da tanto de forma quanti como de forma quali múltiplas camadas na forma quanti é regida pelos aspectos de validade interna validade externa e a fidedignidade a forma quali e naturalística analisa dados complexos com dados aberto,9
a psicologia é uma ciência onde busca sempre por melhorias e crescimento além de ser notável a busca por teorias experimentos estudos na área das ciências sociais biologia entre outros,2
a psicologia assim como outras áreas de estudo das ciências sociais já sofreu muito por buscar demonstrar a cientificidade ela possui tanto pesquisas e estudos quantitativos com uso de várias experiências e manipulação de sujeitos principalmente na a,6
independente da abordagem na psi a quanti e a quali são científicas a primeira observa apenas as variáveis avalia interno e o externo e a fidedignidade a quali é complexa tem seus registros abertos e busca a cientificidade checase os participantes,6
a psicologia tem sua cientificidade questionada tanto quanto outras ciências sociais seu objeto é complexo exigindo uma abordagem não reducionista os diferentes paradigmas são utilizados em psicologia conforme a orientação do pesquisador não há um co,5
a cientificidade da psicologia é demonstrada a partir da formação de processos explorado onde a mesma pega a formação do individuo ao meio social onde a socialização do mesmo ocorre de forma que garante uma ligação entre a ciência individuo e social,1
a cientificidade da psicologia sofreu ataques no séc xx por não provar empiricamente seus estudos a resultados com isso o behaviorismo cresceu e serviu de modelo para toda a psicologia  nos anos 5060 mas após esses acontecimentos a pesquisa qualit,7
sem resposta,0
até o surgimento das críticas relativistas as ciência sociais tais como a psicologia não poderia ser considerada ciência pois não atendia os critérios do positivismo no entanto após as críticas de popper kuhn escola de frankfurt e edimburg relati,8
tanto a parte qualitativa quanto a parte quantitativa da psicologia são cientificas a parte quantitativa na sua analise reducionista de variáveis na confiabilidade externa e interna e fidedignidade e a parte qualitativa na busca por critérios científic,10
elaboração de pesquisa e resultadoscoletas de dadosobter a certeza é comprovação de fatos ,2
apesar da psicologia ser considerada uma área de conhecimento recente quando comparada à medicina é considerada ciência dividese em análises quantitativas e qualitativas na análise quantitativa o método é hipotéticodedutivo testa dados na área qu,6
mesmo sendo abrangente tanto o modo quantitativo como qualitativo são científicos o primeiro medindo variáveis com validades internas e externas e a qualitativa com sentidos e ações bem mais complexas,6
com a escola de frankfurt com base marxista abriuse à cientificidade das ciências sociais o parâmetro qualitativo e subjetivo deixase de acreditar plenamente apenas na objetividade factual por meio de pesquisas quantiquali estudase a generalização,4
possui critérios de validade interna externa e fidedignidade tanto a parte qualitativa quanto a quantitativa são científicas possui objetos complexos e critérios de cientificidade triangulação checagem com participantes análises de hipóteses casos,7
a psicologia é cientifica pois se baseia em pesquisas quali e quanti ou ambas afim de investigar hipóteses no contexto humano histórico cultural a fim de comprovar ou não suas hipóteses e facilitar o entendimento e conhecimento da psicologia,6
a cientificidade da psicologia é algo que ainda nos tempos atuais é bastante condenado a partir disso muitos psicólogos lutaram para trazer a psicologia como ciência através de pesquisas observacionais do construtivismo social e do pós positivismo,6
iniciase no positivismo depois é feito uma crítica a esse método que limita as práticas e pesquisas é preciso a pesquisa como método empírico para chegar ao resultado da hipótese testagem considerar outras ciências saberes para identificar o que cabe,2
a psicologia nasceu com wundt na alemanhã em seu laboratório experimental a grande questão da cientificidade da psicologia está no seu objeto de estudo a psique fato é que grandes nomes da psicologia como freud e skinner basearam suas teorias em prátic,4
apesar da crítica do paradigma dominante de que as ciências humanas não poderiam ser consideradas ciências a psicologia o é por ir além de aspectos quanti e usar o olhar quali diante do seu objeto de estudo o humano e sua complexidade que exige esse,7
a psicologia é baseada em uma série de teorias mas para essas terem valor científico devem ser testadas e embasadas para isso utilizase pesquisas quantitativas e qualitativas a primeira mais pragmática numérica frequência estatística etc e a segu,6
a psicologia é considerada como ciência pois utiliza de métodos científicos aceitos pela comunidade científica para compreender as ações e a mente dos sujeitos,2
tanto a pesquisa qualitativa quanto a quantitativa são utilizados na psicologia o que mostra sua cientificidade a parte qualitativa exige cientificidade na clareza do dados já a quantitativa tem a testagem de teorias muitos dados,3
a cientificidade na psicologia pode ser qualitativa ou quantitativa,2
em relação a cientificidade da psicologia tanto a quantitativa quanto a qualitativa são científicas a quantitativa foca em variáveis sendo mais objetiva mais biológica enquanto a qualitativa abrange assuntos mais complexos sendo subjetiva mais soci,6
é dividida em duas partes uma qualitativa e a outra quantitativa ambas são ciências a qualitativa é uma forma mais livre que permite mudanças já a quantitativa é metódica reducionista está mais preocupada em controlar prever generalização e induç,6
as ciências sociais assim como a psicologia são considerados ciências contudo buscam constantemente a cientificidade em múltiplas abordagens,3
a pesquisa é considerada uma ciência já que ciência não é consensual entre autores a psicologia além de ter uma linha social e uma linha biológica é vista como ciência buscando sempre ser validada,3
a psicologia usa de métodos cientificos para analisar e provar suas teorias um modelo muito utilizado é o behaviorismo radical,3
a psicologia pode e deve ser estudada como ciência pois esta utiliza de métodos científicos com requisitos especificidades e exigências rigorosas em sua coleta de dados e depois no momento de relacionar os resultados com as hipóteses evitando as inferê,3
a psicologia vem se tornando cada vez mais ciência por ter como base pesquisas quanti e quali que completamse entre si e prova com números e embasamentos teóricos assuntos apresentados dentro da psicologia por isso a psicologia é uma ciência por ter e,4
abrangência quantitativa tem sua parte reducionista na observação das variáveis validade externa e fidedignidade na abrangência qualitativa abordagem ampla participantes a vontade abordagem elevada,4
quanto a cientificidade da psociologia existe uma face mais quantitativa que se preocupa em testar teorias usar métodos mais objetivos tem um viés experimental e uma face mais qualitativa que busca a subjetividade a amplitude e dados mais abertos,6
a cientificidade da psicologia iniciou acreditando que somente o estudo realizado em laboratórios aqueles comportamentos observáveis era que poderia ser chamado de científico porém com a teoria crítica o construtivismo social perceberam que as pesq,4
a psicologia pode ser tanto quantitativa quanto qualitativa a parte quanti diz respeito ao lado biológico exato mensurável já a qualitativa o lado da psicologia social a subjetividade do sujeito,3
a psicologia busca a cientificidade tanto pelas pesquisas quantitativas quanto qualitativas a primeira busca critérios tradicionais buscando validade interna e esterna verificação visão mais reducionista a qualitativa busca através de dados abertos o,9
não respondida,0
apesar de grande abrangência tanto sua parte quantitativa quanto a qualitativa são cientificas a primeira reducionista ao observar apenas variáveis segue os critérios tradicionais da validade interna e validade externa e a fidedignidade a qualitativa d,7
a psicologia é científica tanto analisada no paradigma quantitativo quanto no qualitativo no paradigma quantitativo a cientificidade da psicologia está no reducionismo ao analisar controlar e prever apenas variáveis bem como ao buscar a veracidade e a,6
a cientificidade ocorre diante das diferentes abordagens sistemáticas presentes ou seja distintos métodos técnicas e formas de trabalhar e ver um fenômeno ressaltando que a ciência ocorre na discussão de várias ideias,2
a cientificidade da psicologia está ligada ao estudo do comportamento a partir de bases teóricas que os explicam de diferentes formas através da observação interligando fatores biosocioculturais no desenvolvimento e na vivência do indivíduo,4
tanto sua parte qualitativa quanto a quantitativa são científicas a primeira reducionista ao observar apenas as variáveis segue os critérios tradicionais de validade interna externa e fidedigna a parte quantitativa enfrenta objetos complexos regi,5
a ciência na psicologia se divide em dois parâmetros sendo a linha social usuários da pesquisa qualitativa que se caracterizam no empenho em se enquadrarem no rigor científico utilizandose de abordagens múltiplas da psicologia e a linha biológica u,6
as pesquisas em psicologia podem ser quantitativas que envolvem validação interna e externa e fidedignidade e podem ser qualitativas onde a focalização do problema é feita de forma gradativa,6
a cientificidade da psicologia se dá através de suas duas vertentes a social e a biológica a social utiliza mais pesquisas qualitativas com critérios de cientificidadr em várias abordagens já a biológica utiliza mais pesquisas quantitativas com critér,6
podese conferir cientificidade à psicologia por caracterizála como um campo do saber dotado de uma perspectiva biológica e também social ademais vale acrescentar que a psicologia se serve e trabalha com diversas abordagens,4
apesar da abrangência tantos os aspectos quantitativos quanto os aspectos qualitativos da psicologia são científicos o primeiro um tanto quanto reducionista por considerar apenas as variáveis além de manter os critérios tradicionais de controle previ,9
psicologia social pesquisa qualitativa usa várias abordagens para alcançar a cientificidade psicologia biológica pesquisas quantitativas baseada nas ciências naturais sempre buscando o conhecimento científico,3
a cientificidade da psicologia se da através da escolha da abordagem que possui aspectos rigorosos de observação e interpretação de dados podem ser quantitativoreducionista qualitativocomplexos mas todas tem seus critérios de sistematização,5
mesmo com dois tipos de pesquisas quali e quanti podemos consideralas científicas quantitativa é reducionista devido a variáveis sendo elas internas e externas características de previsão e controle fidedignidade qualitativa é complexa e busca a,5
a cientificidade da psicologia está relacionada com a metodologia científica pelo fato da psicologia trabalhar com experimentação e hipóteses que serão refutadas ou confirmadas,3
a cientificidade da psicologia é dividida entre biológico e social social é de caráter qualitativo e busca critérios adequados de abordagens múltiplas biológica busca critérios tradicionais das ciências naturais e é quantitativo,6
utiliza métodos qualitativos e quantitativos com critérios científicos quantitativo  previsão e controle com base naturalista qualitativo tem o objetivo complexo,6
a psicologia sendo tanto qualitativa quanto quantitativa é cientifica qualitativamente abrange a área biológica reducionista tradicional utilizando critérios de validade tanto internos quanto externos quantitativamente abrange a área social por critér,5
a psicologia é cientifica em dois parâmetros na linhagem social na qual são adeptos às pesquisas qualitativas buscando critérios de cientificidade em abordagens múltiplas e na linhagem biológica que utilizam de pesquisas quantitativas baseandose em,10
se dá por dois aspectos social que é mais utilizado em pesquisas qualitativas e busca sua cientificidade por abordagens múltiplas e a biológica que é mais utilizada em pesquisas quantitativas e busca sua cientificidade na tradicional ciências naturais,7
tanto os métodos quantitativos quanto os qualitativos são científicos sendo o primeiro um método mais tradicional de fazer ciência onde se busca o controle de variáveis afim de se testar teorias obtendo previsão e controle os métodos quali vão utiliza,8
a cientificidade da psicologia pode ser no âmbito qualitativo ou quantitativo pois os dois são ciências a quantitativa é mais reducionista variáveis tradicionais como validade interna controle validade externa precisão e fidedignidade a qualitati,9
a psicologia como ciência faz uso de diversas teorias de outras áreas,0
a psicologia é composta por diferentes abordagens que se estruturam em diferentes métodos e paradigmas indo do polo quanti ao polo quali que a caracterizam como ciências no polo quanti temos uma preocupação com a validade interna controle e a valida,7
abrange muitas abordagens onde a quantitativa e a qualitativa são científicas a qualitativa pode ser mais detalhada subjetiva a quantitativa é reducionista estudando variáveis com método de previsão controle e reaplicação direta,8
a cientificidade da psicologia e de grande abragência pela parte qualitativa social e qualitativa biológica ,2
a cientificidade da psicologia passa por duras diretrizes a quanti e a quali a quanti tem um perfil reducionista em que se presa o controle e previsão de variáveis e replicabilidade a parte quali não é reducionista buscam avaliar diversos contextos e,6
a cientificidade da psicologia é questionada pela falta de unidade teórica e objeto de estudo comum a toda psicologia porém é considerada ciência,1
a psicologia é considerada sim como científica por suas duas vertentes a biológica quantitativa segue mais o método tradicional e a social qualitativa trabalhando a subjetividade,6
a cientificidade na psicologia ocorre tanto no plano quanti e qualitativo no plano quanti se faz ciência com a analise de variáveis internas e com o uso da previsibilidade controle e fidedignidade no plano quali se faz ciência com questões complexas qu,8
tanto a qualitativa quanto a quantitativa são científicas sendo a qualitativa um processo mais intenso buscando o porquê e para quê das coisas utiliza bastante entrevistas e processos mais subjetivos enquanto a quantitativa é mais objetiva buscando m,5
são científicos tantos os parâmetros quanti ou biológico como o quali que é social sendo que a quanti abrange as ciências naturais enquanto a quali fica a critério da cientificidade das múltiplas abordagens,4
pode ser considerada científica por ter dois polos  um biológico e um social deu múltiplas abordagens,2
cientificidade pesquisa qualitativas,0
com amplas teorias a psicologia tem partes qualitativas e quantitativas na parte quali é composta por múltiplas abordagens que usam o campo aberto como pesquisa para seus questionamentos a quanti busca critérios tradicionais de comportamento com validad,6
a cientificidade da psicologia pode ser definida pela pesquisa quantitativa e a pesquisa qualitativa a pesquisa quantitativa é caracterizada por ser objetiva com uso de experimentos e controle das variáveis já a pesquisa qualitativa tem objetos complex,6
são duas as áreas de pesquisa da psicologia socialquali e biológica quanti a pesquisa quali busca cientificidade através das abordagens múltiplas já a quanti utiliza métodos mais tradicionais podendo ser chamada de reducionista,5
a psicologia é uma ciência mas ainda em busca de critérios específicos de cientificidade existe a psicologia de base biológica que se enquadra às ciências naturais como a química a física etc,5
cientificidade da psicologia se da por meio de dois âmbitos o social e o teórico a cientificidade busca neutralidade observação reaplicabilidade e futuramente instrumento para a sociedade contudo enquanto a qualitativa ainda busca os meios de manter c,4
a psicologia é uma ciência em busca de critérios de cientificidade baseada em realidades múltiplas dividise em 2 linhas básicas uma social mais qualitativa e outra biológica mais quantitativa o critério de cientificidade mais observado na psicolog,4
é abrangente as áreas qualitativas social e quantitativas biologia são cientificas onde a área quantitativa tem olhar reducionista observando apenas variáveis enquanto a área qualitativa enfrenta objetos complexos humanos registrando dados aberto,6
o debate citado entra nas discussões das ciências sociais serem ou não consideradas ciências em pleno direito a questão é que mesmo que ciência não tenha definição precisa de pesquisas hipóteses testes teses comprovações e se ela cobre esse requisito,3
tanto na área quantitativa que observa situações especificas e na área qualitativa observando construtos psicológicos mais específicos buscando clareza na análise e explicação,4
